UserId,Gender,Age,Occupation,ZipCode
3309,M,25,technician/engineer,20707
3310,M,45,sales/marketing,12561
3311,M,25,college/grad student,90039
3312,F,18,college/grad student,90039
3313,M,35,writer,90292
3314,M,25,executive/managerial,06516
3315,M,25,programmer,78731
3316,M,1,unemployed,92557
3317,M,25,college/grad student,78705
3318,M,56,retired,30047
3319,F,56,retired,92308
3320,M,25,academic/educator,56082
3321,M,35,academic/educator,95380
3322,F,18,college/grad student,68516
3323,M,35,sales/marketing,11784
3324,M,35,technician/engineer,48083
3325,F,35,sales/marketing,39180
3326,M,45,executive/managerial,64138
3327,M,18,programmer,91423
3328,M,56,unemployed,91790-1161
3329,M,50,tradesman/craftsman,72601
3330,F,35,academic/educator,47933
3331,F,25,executive/managerial,06854
3332,M,25,executive/managerial,06854
3333,M,18,self-employed,29404-2205
3334,M,35,other,09142
3335,M,25,other,10023
3336,M,35,technician/engineer,93436
3337,M,25,college/grad student,97214
3338,M,45,self-employed,08053
3339,M,25,technician/engineer,44118
3340,M,45,self-employed,48097
3341,M,25,writer,91730
3342,F,25,customer service,92705
3343,F,18,college/grad student,79912
3344,M,35,other,08902
3345,M,25,executive/managerial,18655
3346,M,35,executive/managerial,54016
3347,F,35,executive/managerial,91362
3348,M,45,self-employed,94546
3349,F,18,college/grad student,92054
3350,F,18,other,20815
3351,F,18,customer service,92870
3352,M,35,other,30533
3353,M,35,technician/engineer,92688
3354,M,25,executive/managerial,18615
3355,M,25,academic/educator,400060
3356,M,35,executive/managerial,95031
3357,M,25,tradesman/craftsman,64055
3358,F,25,academic/educator,91790
3359,M,25,writer,22936
3360,F,25,other,92646
3361,M,25,college/grad student,91790
3362,F,25,other,90212
3363,F,35,homemaker,04046
3364,M,56,retired,17033
3365,M,50,technician/engineer,23059
3366,M,35,sales/marketing,08750
3367,M,50,self-employed,10025
3368,M,25,sales/marketing,55435
3369,M,45,tradesman/craftsman,14701
3370,M,18,college/grad student,92833
3371,M,25,artist,55405
3372,M,56,retired,55118
3373,M,18,self-employed,94709
3374,M,35,customer service,64801
3375,M,25,college/grad student,89193
3376,M,35,self-employed,10803
3377,M,25,technician/engineer,03570
3378,M,18,college/grad student,48135
3379,M,35,academic/educator,20037
3380,M,50,other,20815
3381,M,25,other,96671
3382,F,1,K-12 student,55305
3383,M,56,self-employed,03070
3384,M,35,executive/managerial,91304
3385,F,25,homemaker,32212
3386,M,18,college/grad student,55414
3387,M,18,academic/educator,94706
3388,F,25,academic/educator,92646
3389,M,18,other,13603
3390,F,45,writer,02476
3391,M,18,college/grad student,48135
3392,M,50,doctor/health care,08108
3393,M,35,programmer,60563
3394,M,35,executive/managerial,90069
3395,M,25,executive/managerial,02134
3396,M,25,programmer,15217
3397,M,25,customer service,55414
3398,M,18,writer,30033
3399,M,25,college/grad student,14623
3400,M,25,sales/marketing,08742
3401,M,35,executive/managerial,76109
3402,M,35,writer,30306
3403,M,35,customer service,48342
3404,M,25,farmer,95380
3405,M,35,sales/marketing,92084
3406,F,25,executive/managerial,85214
3407,F,45,customer service,60050
3408,M,25,technician/engineer,14830
3409,M,25,college/grad student,48127
3410,M,35,academic/educator,20653
3411,M,18,college/grad student,02139
3412,M,25,tradesman/craftsman,85213
3413,F,25,technician/engineer,92084
3414,M,25,technician/engineer,75146
3415,M,35,executive/managerial,80129
3416,M,25,programmer,20850
3417,F,18,artist,14616
3418,F,18,clerical/admin,22305
3419,M,45,academic/educator,16801
3420,F,25,executive/managerial,48105
3421,M,45,executive/managerial,94501
3422,M,25,customer service,43221
3423,M,25,executive/managerial,84088
3424,M,25,doctor/health care,92111
3425,M,18,writer,48135
3426,M,25,writer,90046
3427,M,25,sales/marketing,78267
3428,M,45,academic/educator,47933
3429,F,25,executive/managerial,94602
3430,F,45,academic/educator,15208
3431,F,45,doctor/health care,48867
3432,M,25,programmer,27410
3433,M,18,programmer,55113
3434,M,18,college/grad student,48867
3435,M,45,academic/educator,48867
3436,M,35,other,98503
3437,F,25,other,37203
3438,F,25,other,78735
3439,M,18,technician/engineer,76116
3440,M,56,technician/engineer,32822
3441,F,25,sales/marketing,94109
3442,M,18,programmer,20878
3443,F,35,technician/engineer,48219
3444,M,50,sales/marketing,33401
3445,F,35,writer,92009
3446,M,25,executive/managerial,30620
3447,M,25,programmer,94131
3448,F,18,clerical/admin,60640
3449,M,25,sales/marketing,02142
3450,M,25,customer service,78251
3451,F,25,lawyer,94117
3452,M,25,sales/marketing,07702
3453,M,35,executive/managerial,07981
3454,M,18,other,92122
3455,F,25,other,07701
3456,M,25,technician/engineer,54401
3457,M,25,writer,19083
3458,M,45,other,02131
3459,M,18,college/grad student,76266
3460,M,1,college/grad student,10012
3461,M,35,other,95409
3462,F,25,college/grad student,73160
3463,M,25,scientist,80301
3464,F,25,sales/marketing,78251
3465,M,25,sales/marketing,45383
3466,M,25,sales/marketing,94306
3467,M,25,sales/marketing,55421
3468,M,25,writer,94546
3469,M,45,technician/engineer,02176
3470,M,35,technician/engineer,49887
3471,M,18,college/grad student,80302
3472,M,25,doctor/health care,33156
3473,F,35,self-employed,02472
3474,M,35,lawyer,10538
3475,M,25,sales/marketing,33133
3476,M,50,other,44126
3477,F,50,academic/educator,10024
3478,M,25,executive/managerial,10019
3479,M,18,college/grad student,78626
3480,M,25,other,59405
3481,M,18,college/grad student,94122
3482,M,50,technician/engineer,08043
3483,F,45,executive/managerial,30260
3484,M,18,college/grad student,28403
3485,M,25,other,94121
3486,F,18,other,98225
3487,M,18,college/grad student,60611
3488,M,45,technician/engineer,80228
3489,M,18,college/grad student,60201
3490,M,25,other,74136
3491,M,25,self-employed,28542
3492,M,35,executive/managerial,77005
3493,M,25,technician/engineer,61350
3494,M,25,academic/educator,28607
3495,M,18,college/grad student,94608
3496,M,35,customer service,92867
3497,F,35,artist,94109
3498,M,25,technician/engineer,28052
3499,M,25,clerical/admin,77006
3500,M,35,executive/managerial,20650
3501,F,35,executive/managerial,30309
3502,F,18,executive/managerial,80503
3503,M,18,college/grad student,59715
3504,M,18,executive/managerial,02215
3505,F,25,scientist,55455
3506,M,18,programmer,80503
3507,M,25,other,02472
3508,M,18,college/grad student,02151
3509,M,18,college/grad student,02115
3510,F,18,college/grad student,02142
3511,M,50,other,88004
3512,M,18,technician/engineer,02140
3513,M,25,self-employed,01890
3514,M,18,programmer,30318
3515,M,35,clerical/admin,55042
3516,M,18,college/grad student,42101
3517,M,18,programmer,53713
3518,F,18,executive/managerial,11215
3519,F,25,sales/marketing,11215
3520,M,25,other,40515
3521,M,25,other,53213
3522,M,18,other,97469
3523,M,35,executive/managerial,53404
3524,F,25,other,83355
3525,F,18,college/grad student,02142
3526,M,35,artist,62263-3004
3527,M,25,other,53213
3528,M,35,customer service,41144
3529,F,45,academic/educator,97361
3530,M,25,other,77058
3531,F,25,lawyer,55409
3532,F,35,sales/marketing,10028
3533,M,25,artist,55344
3534,M,35,technician/engineer,68506
3535,M,45,tradesman/craftsman,77630
3536,M,18,college/grad student,57103
3537,M,1,K-12 student,97402
3538,M,35,other,40504
3539,F,25,college/grad student,77006
3540,M,18,technician/engineer,57106
3541,M,25,clerical/admin,02494
3542,M,25,scientist,14803
3543,M,25,technician/engineer,60659
3544,F,25,college/grad student,92507
3545,M,35,programmer,92507
3546,M,25,writer,41706
3547,M,35,self-employed,94108
3548,M,45,executive/managerial,92965
3549,F,35,executive/managerial,60137
3550,M,25,customer service,55447
3551,F,56,other,98374
3552,F,35,artist,02879
3553,M,35,self-employed,61600
3554,M,25,scientist,15203
3555,M,56,executive/managerial,55430
3556,M,25,technician/engineer,03038
3557,M,18,customer service,48185
3558,M,18,technician/engineer,66044
3559,M,18,college/grad student,11364
3560,F,25,doctor/health care,74105
3561,M,35,sales/marketing,63304
3562,F,25,doctor/health care,32812
3563,M,25,artist,33133
3564,M,25,lawyer,02169
3565,M,25,tradesman/craftsman,53572
3566,M,45,other,53818
3567,M,25,sales/marketing,54915
3568,M,25,other,98503
3569,F,18,artist,48823
3570,M,35,programmer,19050
3571,M,18,college/grad student,10044
3572,M,35,lawyer,04287
3573,M,1,K-12 student,48867
3574,F,35,doctor/health care,33314
3575,M,25,tradesman/craftsman,54915
3576,M,50,executive/managerial,68046
3577,F,56,other,00231
3578,M,50,clerical/admin,96714
3579,M,18,other,32219
3580,F,18,clerical/admin,32219
3581,M,18,academic/educator,57382
3582,F,35,other,52405
3583,F,25,homemaker,41075
3584,M,18,other,76543
3585,M,35,writer,60640
3586,M,35,writer,60640
3587,M,35,clerical/admin,93611
3588,M,25,artist,90068
3589,F,45,other,80010
3590,F,18,scientist,02115
3591,M,35,doctor/health care,96158
3592,F,56,artist,99701
3593,F,25,homemaker,53719
3594,M,1,other,02322
3595,M,25,other,85024
3596,F,35,college/grad student,19104
3597,M,25,technician/engineer,55446
3598,M,56,academic/educator,90210
3599,M,25,self-employed,97378
3600,M,35,writer,94506
3601,F,35,clerical/admin,95405
3602,M,25,programmer,55443
3603,F,35,executive/managerial,78704
3604,F,1,K-12 student,02879
3605,M,18,programmer,60640
3606,F,25,scientist,02445
3607,M,35,technician/engineer,32506
3608,F,35,homemaker,02879
3609,F,25,technician/engineer,48239
3610,M,18,doctor/health care,30064
3611,M,25,artist,84321
3612,M,25,sales/marketing,29609
3613,M,25,other,37205
3614,M,25,other,45458
3615,M,25,technician/engineer,76028
3616,M,45,other,33759
3617,M,35,executive/managerial,49034
3618,M,56,technician/engineer,22657
3619,M,50,self-employed,97116
3620,M,25,executive/managerial,94117
3621,M,18,college/grad student,33023
3622,M,18,academic/educator,02446
3623,M,35,lawyer,43209
3624,M,25,programmer,60068
3625,M,18,K-12 student,48439
3626,M,25,technician/engineer,75075
3627,F,35,academic/educator,85287
3628,M,25,executive/managerial,78731
3629,F,50,executive/managerial,10022
3630,M,18,college/grad student,77005
3631,M,18,college/grad student,77005
3632,M,50,lawyer,33881
3633,M,35,tradesman/craftsman,60441
3634,M,50,academic/educator,88001
3635,M,50,academic/educator,60062
3636,M,25,other,06708
3637,M,25,doctor/health care,94127
3638,M,25,artist,90038
3639,M,18,college/grad student,78250
3640,M,35,executive/managerial,02370
3641,M,25,other,92008
3642,F,25,executive/managerial,98188
3643,M,25,technician/engineer,22302
3644,F,25,lawyer,53711
3645,M,35,technician/engineer,97232
3646,M,35,writer,98106
3647,M,25,executive/managerial,80202
3648,M,18,college/grad student,85210
3649,F,25,other,94115
3650,M,25,other,60611
3651,M,25,sales/marketing,98103
3652,M,25,programmer,94608
3653,M,18,scientist,96661
3654,M,25,technician/engineer,94901
3655,F,25,executive/managerial,94121
3656,F,45,customer service,34610
3657,M,18,technician/engineer,95121
3658,F,25,executive/managerial,07090
3659,M,18,college/grad student,29649
3660,M,35,executive/managerial,15137
3661,M,35,programmer,08852
3662,M,35,self-employed,08753
3663,F,35,homemaker,17055
3664,F,35,academic/educator,94043
3665,M,25,other,95903
3666,M,45,other,68144
3667,F,1,K-12 student,10706
3668,F,45,executive/managerial,33324
3669,M,25,sales/marketing,60148
3670,M,45,sales/marketing,55123
3671,M,25,college/grad student,98102
3672,M,35,customer service,08406
3673,M,25,artist,10003
3674,M,25,writer,29205
3675,M,35,executive/managerial,06680
3676,F,35,programmer,48109
3677,F,25,programmer,06906
3678,M,25,other,06880
3679,M,25,college/grad student,68108
3680,F,25,academic/educator,94939
3681,M,25,executive/managerial,29662
3682,F,50,academic/educator,10706
3683,M,25,artist,30606
3684,M,25,technician/engineer,83713
3685,M,25,customer service,55100
3686,M,25,executive/managerial,48070
3687,F,50,academic/educator,62221
3688,M,18,doctor/health care,21202
3689,M,25,other,80906
3690,M,18,other,63116
3691,M,25,executive/managerial,21030
3692,M,35,technician/engineer,89147
3693,M,25,scientist,94062
3694,M,25,programmer,28227
3695,M,25,artist,98502
3696,M,35,executive/managerial,19149
3697,M,25,scientist,68516
3698,M,25,executive/managerial,53202
3699,F,56,clerical/admin,30127
3700,M,25,sales/marketing,10021
3701,M,35,academic/educator,92614
3702,M,35,scientist,53095
3703,M,18,programmer,97402
3704,F,35,other,04255
3705,M,45,executive/managerial,30076
3706,M,25,programmer,46725
3707,F,18,other,34744
3708,M,56,executive/managerial,30097
3709,M,25,programmer,89502
3710,M,1,K-12 student,02818
3711,M,35,other,32506
3712,M,25,technician/engineer,60042
3713,F,25,executive/managerial,22201
3714,M,25,technician/engineer,92111
3715,M,18,customer service,55428
3716,M,18,programmer,36115
3717,M,35,technician/engineer,94533
3718,M,50,technician/engineer,07728
3719,M,25,academic/educator,39759
3720,M,45,executive/managerial,43065
3721,M,25,scientist,94065
3722,M,25,tradesman/craftsman,80538
3723,M,25,sales/marketing,53048
3724,M,35,doctor/health care,77083
3725,M,18,college/grad student,32608
3726,M,25,technician/engineer,92882
3727,M,35,executive/managerial,74401
3728,M,18,college/grad student,07030
3729,M,18,college/grad student,20037
3730,M,25,academic/educator,48911
3731,M,25,technician/engineer,67443
3732,M,25,technician/engineer,60153
3733,M,18,college/grad student,02777
3734,M,18,college/grad student,77840
3735,M,25,other,10009
3736,M,35,academic/educator,44242
3737,M,25,sales/marketing,37127
3738,M,45,executive/managerial,01904-1355
3739,M,56,lawyer,48070
3740,M,18,customer service,55116
3741,M,25,other,96818
3742,M,25,other,90266
3743,F,35,executive/managerial,89128
3744,M,25,other,60645
3745,F,25,homemaker,49442
3746,M,25,customer service,54703
3747,M,45,retired,89109
3748,M,18,college/grad student,02026
3749,F,25,other,60664
3750,F,18,college/grad student,94116
3751,F,35,programmer,55555
3752,F,18,academic/educator,86314
3753,M,25,executive/managerial,42518
3754,M,56,executive/managerial,94612
3755,F,50,sales/marketing,08810
3756,M,18,programmer,53188
3757,M,25,executive/managerial,92612
3758,F,35,customer service,02021
3759,M,35,doctor/health care,54751
3760,M,50,other,55128
3761,M,25,technician/engineer,27613
3762,M,50,doctor/health care,11746
3763,M,25,artist,98502
3764,M,25,academic/educator,06111
3765,F,50,clerical/admin,34744
3766,F,18,academic/educator,45458
3767,M,25,other,94305
3768,M,25,college/grad student,86314
3769,M,25,scientist,02446
3770,F,35,clerical/admin,50322
3771,M,25,academic/educator,14982
3772,M,35,technician/engineer,06074
3773,M,35,doctor/health care,50265
3774,M,25,other,52556
3775,M,35,programmer,14619
3776,F,25,college/grad student,50265
3777,M,18,college/grad student,23112
3778,M,25,other,61832
3779,F,45,artist,98383
3780,M,1,other,46979
3781,F,56,lawyer,54401
3782,F,25,other,94602
3783,M,25,executive/managerial,97267
3784,F,25,academic/educator,98027
3785,F,25,writer,93401
3786,F,25,other,94115
3787,F,25,other,94703
3788,F,18,other,94587
3789,F,25,other,94110
3790,F,25,technician/engineer,94618
3791,M,50,tradesman/craftsman,60516
3792,M,25,doctor/health care,68108
3793,M,18,college/grad student,21093
3794,F,18,college/grad student,53211
3795,F,18,college/grad student,91405
3796,M,45,sales/marketing,02021
3797,M,25,executive/managerial,02420
3798,M,25,executive/managerial,48326
3799,M,18,other,17844
3800,M,18,academic/educator,45458
3801,M,18,programmer,36115
3802,M,18,other,94520
3803,F,35,homemaker,19006
3804,M,25,doctor/health care,06511
3805,F,35,academic/educator,89031
3806,M,18,college/grad student,55104
3807,F,35,unemployed,32095
3808,M,25,executive/managerial,60010
3809,M,35,doctor/health care,20650
3810,M,50,executive/managerial,20016
3811,M,25,scientist,98103
3812,M,35,technician/engineer,78749
3813,M,35,executive/managerial,80910
3814,M,25,scientist,98102
3815,M,25,technician/engineer,53406
3816,F,25,clerical/admin,90020
3817,M,35,clerical/admin,20122
3818,M,45,technician/engineer,32837
3819,M,25,programmer,36115
3820,M,25,technician/engineer,90804
3821,M,25,writer,44313
3822,M,45,writer,98027
3823,M,56,executive/managerial,93711
3824,M,25,technician/engineer,32308
3825,M,18,academic/educator,06279
3826,M,25,academic/educator,48105
3827,M,50,artist,87020
3828,M,25,writer,92101
3829,F,25,academic/educator,22307
3830,M,18,college/grad student,60630
3831,F,18,doctor/health care,84780
3832,F,25,executive/managerial,43214
3833,M,25,academic/educator,68516
3834,M,18,artist,02322
3835,M,25,executive/managerial,40515
3836,F,50,farmer,84770
3837,M,25,technician/engineer,28804
3838,F,25,sales/marketing,10033
3839,M,50,sales/marketing,02651
3840,F,25,other,02176
3841,M,45,tradesman/craftsman,26101
3842,F,35,self-employed,92054
3843,F,1,K-12 student,32043
3844,M,18,college/grad student,73071
3845,M,25,programmer,94065
3846,M,35,other,33884
3847,M,25,executive/managerial,12801
3848,M,25,scientist,70809-2612
3849,M,35,other,14086
3850,M,18,clerical/admin,92278
3851,M,25,programmer,60657
3852,M,50,self-employed,60302
3853,M,25,sales/marketing,92614
3854,M,25,sales/marketing,30340
3855,M,25,technician/engineer,20886
3856,F,35,writer,93449
3857,M,18,sales/marketing,08822
3858,F,45,homemaker,63119
3859,M,25,other,89145
3860,M,45,technician/engineer,44129
3861,M,18,college/grad student,12604
3862,M,25,technician/engineer,10025
3863,M,25,other,94558
3864,M,50,writer,29630
3865,F,1,K-12 student,95864
3866,M,45,sales/marketing,63130
3867,M,35,clerical/admin,45215
3868,M,18,programmer,73112
3869,M,18,technician/engineer,63544
3870,M,25,technician/engineer,95050
3871,M,18,college/grad student,64468
3872,M,25,academic/educator,14613
3873,F,45,artist,94558
3874,M,25,executive/managerial,92103
3875,M,25,other,66605
3876,M,25,other,11235
3877,M,45,academic/educator,33705
3878,M,35,self-employed,22124
3879,M,25,clerical/admin,83687
3880,M,25,executive/managerial,54942
3881,M,18,artist,44515
3882,M,56,sales/marketing,55337
3883,M,50,self-employed,78411
3884,M,18,college/grad student,78759
3885,M,25,programmer,92728
3886,M,35,executive/managerial,95008
3887,M,18,college/grad student,80513
3888,M,45,technician/engineer,02067
3889,M,45,doctor/health care,66203
3890,M,18,college/grad student,33143
3891,F,56,self-employed,90039
3892,M,25,writer,91505
3893,M,25,doctor/health care,79401
3894,M,35,self-employed,02139
3895,F,35,other,20723
3896,M,35,other,60914
3897,M,56,technician/engineer,92069
3898,M,45,lawyer,01772
3899,M,25,technician/engineer,02135
3900,F,25,sales/marketing,55343
3901,M,18,sales/marketing,85282
3902,M,25,customer service,46239
3903,M,25,other,02542
3904,M,1,K-12 student,48445
3905,M,25,technician/engineer,361069
3906,M,50,technician/engineer,54409
3907,F,18,sales/marketing,22201
3908,M,25,other,10021
3909,M,18,technician/engineer,19104
3910,M,25,writer,91505
3911,M,18,other,92037
3912,M,25,college/grad student,19104
3913,M,18,technician/engineer,40207
3914,M,35,college/grad student,84123
3915,F,35,clerical/admin,71111
3916,M,25,college/grad student,02134
3917,F,35,homemaker,60618
3918,M,25,tradesman/craftsman,30189
3919,M,45,other,73702
3920,M,35,technician/engineer,63126
3921,M,25,sales/marketing,95820
3922,M,18,college/grad student,53211
3923,M,35,artist,92115
3924,M,50,programmer,90254
3925,M,25,programmer,77042
3926,M,25,artist,94404
3927,F,25,self-employed,67846
3928,M,25,other,55812
3929,M,25,customer service,80227
3930,M,56,clerical/admin,52240
3931,M,25,customer service,92117
3932,M,25,executive/managerial,49221
3933,F,35,doctor/health care,48073
3934,M,25,other,44512
3935,M,35,tradesman/craftsman,72118
3936,F,35,programmer,01464
3937,M,56,artist,92020
3938,M,25,artist,92711-0571
3939,M,45,executive/managerial,91405
3940,M,35,writer,32708
3941,M,45,technician/engineer,40031
3942,M,18,college/grad student,49855
3943,F,35,executive/managerial,98074
3944,F,35,self-employed,80401
3945,F,45,academic/educator,96778
3946,F,25,programmer,22207
3947,M,25,other,90019
3948,F,45,programmer,61554
3949,M,45,other,44266
3950,M,25,college/grad student,60056
3951,F,18,college/grad student,60014
3952,F,45,academic/educator,12449
3953,M,25,programmer,55117
3954,M,18,college/grad student,32601
3955,M,35,other,12831
3956,M,25,other,94930-2010
3957,M,35,lawyer,40242
3958,M,45,executive/managerial,46112
